"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","7553"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","20","North Western Region","Number","2901"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","30","Eastern Region","Number","4630"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","40","Southern Region","Number","4938"
"RCD06C01","Recorded crimes","2021","2021","10","Controlled Drug Offences","IE0","State","Number","20022"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","1133"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","20","North Western Region","Number","430"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","30","Eastern Region","Number","442"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","40","Southern Region","Number","521"
"RCD06C01","Recorded crimes","2021","2021","11","Weapons and Explosives Offences","IE0","State","Number","2526"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","7694"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","20","North Western Region","Number","3453"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","30","Eastern Region","Number","3994"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","40","Southern Region","Number","4147"
"RCD06C01","Recorded crimes","2021","2021","12","Damage to Property and to the Environment","IE0","State","Number","19288"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","10344"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","20","North Western Region","Number","5703"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","30","Eastern Region","Number","5300"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","40","Southern Region","Number","7043"
"RCD06C01","Recorded crimes","2021","2021","13","Public Order and other Social Code Offences","IE0","State","Number","28390"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","6000"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1569"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","2400"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","2299"
"RCD06C01","Recorded crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","12268"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","10","Dublin Metropolitan Region","Number","22"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","20","North Western Region","Number","15"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","30","Eastern Region","Number","23"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","40","Southern Region","Number","16"
"RCD06C01","Recorded crimes","2022","2022","01","Homicide Offences","IE0","State","Number","76"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","10","Dublin Metropolitan Region","Number","1198"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","20","North Western Region","Number","789"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","30","Eastern Region","Number","936"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","40","Southern Region","Number","862"
"RCD06C01","Recorded crimes","2022","2022","02","Sexual Offences","IE0","State","Number","3785"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","7530"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","5175"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","5470"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","5663"
"RCD06C01","Recorded crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","23838"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","2113"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","20","North Western Region","Number","2109"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","30","Eastern Region","Number","2038"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","40","Southern Region","Number","1951"
"RCD06C01","Recorded crimes","2022","2022","04","Dangerous or Negligent Acts","IE0","State","Number","8211"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","56"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","20","North Western Region","Number","36"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","30","Eastern Region","Number","31"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","40","Southern Region","Number","33"
"RCD06C01","Recorded crimes","2022","2022","05","Kidnapping and Related Offences","IE0","State","Number","156"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","1203"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","203"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","348"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","314"
"RCD06C01","Recorded crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","2068"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","4060"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","20","North Western Region","Number","1420"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","30","Eastern Region","Number","2497"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","40","Southern Region","Number","1488"
"RCD06C01","Recorded crimes","2022","2022","07","Burglary and Related Offences","IE0","State","Number","9465"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","35059"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","20","North Western Region","Number","6956"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","30","Eastern Region","Number","12105"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","40","Southern Region","Number","11719"
"RCD06C01","Recorded crimes","2022","2022","08","Theft and Related Offences","IE0","State","Number","65839"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","4662"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","20","North Western Region","Number","2174"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","2385"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","40","Southern Region","Number","2425"
"RCD06C01","Recorded crimes","2022","2022","09","Fraud, Deception and Related Offences","IE0","State","Number","11646"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","6624"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","20","North Western Region","Number","2207"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","30","Eastern Region","Number","4618"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","40","Southern Region","Number","3838"
"RCD06C01","Recorded crimes","2022","2022","10","Controlled Drug Offences","IE0","State","Number","17287"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","1185"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","20","North Western Region","Number","417"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","30","Eastern Region","Number","512"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","40","Southern Region","Number","510"
"RCD06C01","Recorded crimes","2022","2022","11","Weapons and Explosives Offences","IE0","State","Number","2624"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","9151"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","20","North Western Region","Number","3595"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","30","Eastern Region","Number","4679"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","40","Southern Region","Number","4264"
"RCD06C01","Recorded crimes","2022","2022","12","Damage to Property and to the Environment","IE0","State","Number","21689"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","11303"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","20","North Western Region","Number","6404"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","30","Eastern Region","Number","6031"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","40","Southern Region","Number","7526"
"RCD06C01","Recorded crimes","2022","2022","13","Public Order and other Social Code Offences","IE0","State","Number","31264"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","8240"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1488"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","2525"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","2378"
"RCD06C01","Recorded crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","14631"
"RCD06C02","Recorded crime rate","2018","2018","01","Homicide Offences","10","Dublin Metropolitan Region","Number","2"
